chunk_size,chunking_scheme,dataset_size,machine,maxcore_per_node,maxmemory_per_node,num_nodes,operation,runtime,spil,threads_per_worker,worker_per_node
1024MB,auto,8.19 GB,hal24,24,128gb,8,global_mean,1.7957534790039062,False,1,1
1024MB,auto,8.19 GB,hal24,24,128gb,8,temporal_mean,1.6103947162628174,False,1,1
1024MB,auto,8.19 GB,hal24,24,128gb,8,climatology,2.501818895339966,False,1,1
1024MB,auto,8.19 GB,hal24,24,128gb,8,anomaly,4.001134157180786,False,1,1
2048MB,spatial,16.38 GB,hal24,24,128gb,8,global_mean,2.2661852836608887,False,1,1
2048MB,spatial,16.38 GB,hal24,24,128gb,8,temporal_mean,2.1443164348602295,False,1,1
2048MB,spatial,16.38 GB,hal24,24,128gb,8,climatology,3.194507598876953,False,1,1
2048MB,spatial,16.38 GB,hal24,24,128gb,8,anomaly,10.169387102127075,False,1,1
2048MB,temporal,16.38 GB,hal24,24,128gb,8,global_mean,2.0752522945404053,False,1,1
2048MB,temporal,16.38 GB,hal24,24,128gb,8,temporal_mean,2.0235202312469482,False,1,1
2048MB,temporal,16.38 GB,hal24,24,128gb,8,climatology,2.9985296726226807,False,1,1
2048MB,temporal,16.38 GB,hal24,24,128gb,8,anomaly,6.961953401565552,False,1,1
2048MB,auto,16.38 GB,hal24,24,128gb,8,global_mean,2.2009541988372803,False,1,1
2048MB,auto,16.38 GB,hal24,24,128gb,8,temporal_mean,1.9263243675231934,False,1,1
2048MB,auto,16.38 GB,hal24,24,128gb,8,climatology,2.9619557857513428,False,1,1
2048MB,auto,16.38 GB,hal24,24,128gb,8,anomaly,8.151185512542725,False,1,1
4096MB,spatial,32.77 GB,hal24,24,128gb,8,global_mean,4.904841899871826,False,1,1
4096MB,spatial,32.77 GB,hal24,24,128gb,8,temporal_mean,4.365038156509399,False,1,1
4096MB,spatial,32.77 GB,hal24,24,128gb,8,climatology,6.560455560684204,False,1,1
4096MB,spatial,32.77 GB,hal24,24,128gb,8,anomaly,34.365520000457764,False,1,1
4096MB,temporal,32.77 GB,hal24,24,128gb,8,global_mean,4.935172080993652,False,1,1
4096MB,temporal,32.77 GB,hal24,24,128gb,8,temporal_mean,4.6491477489471436,False,1,1
4096MB,temporal,32.77 GB,hal24,24,128gb,8,climatology,6.801104784011841,False,1,1
4096MB,temporal,32.77 GB,hal24,24,128gb,8,anomaly,22.999247550964355,False,1,1
4096MB,auto,32.77 GB,hal24,24,128gb,8,global_mean,5.304940938949585,False,1,1
4096MB,auto,32.77 GB,hal24,24,128gb,8,temporal_mean,4.6947340965271,False,1,1
4096MB,auto,32.77 GB,hal24,24,128gb,8,climatology,6.984590768814087,False,1,1
4096MB,auto,32.77 GB,hal24,24,128gb,8,anomaly,15.364233255386353,False,1,1
